,Customer ID,Monetary,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetaryCluster,OverallScore,Segment
12612,BD-1162058,863.82,4,365,2,1,2,5,Mid-Value
12613,BD-116207,254.82599999999996,4,578,2,1,2,5,Mid-Value
12614,BD-11635139,1777.1100000000001,4,482,2,1,2,5,Mid-Value
12615,BD-117701404,143.24,4,476,2,1,2,5,Mid-Value
12616,BD-132061,435.39000000000004,4,517,2,1,2,5,Mid-Value
12617,BD-163538,358.20000000000005,3,512,2,1,2,5,Mid-Value
12618,BE-1133518,163.27200000000002,3,438,2,1,2,5,Mid-Value
12619,BE-1133551,295.54,4,474,2,1,2,5,Mid-Value
12620,BE-114551402,188.32,3,481,2,1,2,5,Mid-Value
12621,BE-1145548,540.5909999999999,3,490,2,1,2,5,Mid-Value
12622,BF-109751402,328.53999999999996,3,405,2,1,2,5,Mid-Value
12623,BF-11005102,1577.9295000000002,3,601,2,1,2,5,Mid-Value
12624,BF-1108034,1261.3949999999998,4,579,2,1,2,5,Mid-Value
12625,BF-111701402,260.992,3,609,2,1,2,5,Mid-Value
12626,BF-1117051,416.84,3,491,2,1,2,5,Mid-Value
12627,BF-1121548,1066.008,4,391,2,1,2,5,Mid-Value
12628,BF-1215147,157.41900000000004,4,566,2,1,2,5,Mid-Value
12629,BF-1275134,202.04400000000004,4,370,2,1,2,5,Mid-Value
12630,BG-1103527,2453.0099999999998,3,588,2,1,2,5,Mid-Value
12631,BG-1103555,209.72400000000002,3,421,2,1,2,5,Mid-Value
12632,BG-1169588,1787.0715,4,357,2,1,2,5,Mid-Value
12633,BH-1171039,2257.14,3,439,2,1,2,5,Mid-Value
12634,BH-1171065,354.64000000000004,3,388,2,1,2,5,Mid-Value
12635,BH-171061,79.94999999999999,3,497,2,1,2,5,Mid-Value
12636,BK-1126011,5111.13,3,429,2,1,2,5,Mid-Value
12637,BM-111401404,638.7059999999999,3,307,2,1,2,5,Mid-Value
12638,BM-1114066,646.53,4,453,2,1,2,5,Mid-Value
12639,BM-115757,2590.794,3,491,2,1,2,5,Mid-Value
12640,BM-1165031,1365.46,4,435,2,1,2,5,Mid-Value
12641,BM-116507,736.6410000000001,3,485,2,1,2,5,Mid-Value
12642,BM-1178582,1393.8000000000006,3,393,2,1,2,5,Mid-Value
12643,BM-1575137,89.01,3,464,2,1,2,5,Mid-Value
12644,BM-157587,410.94,4,527,2,1,2,5,Mid-Value
12645,BN-1147039,492.3140399999999,3,363,2,1,2,5,Mid-Value
12646,BN-1147051,208.4,4,385,2,1,2,5,Mid-Value
12647,BN-11515144,457.3220999999999,4,415,2,1,2,5,Mid-Value
12648,BN-1151593,611.06984,3,461,2,1,2,5,Mid-Value
12649,BN-151560,1548.21,3,489,2,1,2,5,Mid-Value
12650,BO-113501404,523.0920000000001,4,331,2,1,2,5,Mid-Value
12651,BO-1135058,1715.01,4,586,2,1,2,5,Mid-Value
12652,BO-1425103,503.04,4,511,2,1,2,5,Mid-Value
12653,BP-1105048,306.63,4,595,2,1,2,5,Mid-Value
12654,BP-1109518,663.1439999999999,3,330,2,1,2,5,Mid-Value
12655,BP-111551404,1148.326,3,364,2,1,2,5,Mid-Value
12656,BP-1115562,268.46999999999997,3,377,2,1,2,5,Mid-Value
12657,BP-111851402,1344.813,3,372,2,1,2,5,Mid-Value
12658,BP-1118582,503.1039999999999,4,446,2,1,2,5,Mid-Value
12659,BP-1129098,343.00427999999994,4,450,2,1,2,5,Mid-Value
12660,BP-1185136,151.32600000000002,3,499,2,1,2,5,Mid-Value
12661,BS-113651406,10022.292999999998,4,623,2,1,2,5,Mid-Value
12662,BS-1138026,1242.4224,4,384,2,1,2,5,Mid-Value
12663,BS-1138027,3343.0499999999993,3,610,2,1,2,5,Mid-Value
12664,BS-116651402,1328.1280000000002,3,582,2,1,2,5,Mid-Value
12665,BS-1166528,927.72,3,543,2,1,2,5,Mid-Value
12666,BS-1166545,1796.9174999999996,3,635,2,1,2,5,Mid-Value
12667,BS-1166548,822.9900000000002,3,490,2,1,2,5,Mid-Value
12668,BS-1166562,355.4100000000001,3,505,2,1,2,5,Mid-Value
12669,BS-117551402,933.95,4,395,2,1,2,5,Mid-Value
12670,BS-1180048,1360.68,3,380,2,1,2,5,Mid-Value
12671,BS-136549,606.84,3,603,2,1,2,5,Mid-Value
12672,BS-166560,3086.4000000000005,4,562,2,1,2,5,Mid-Value
12673,BS-175595,578.124,4,295,2,1,2,5,Mid-Value
12674,BT-11440139,440.73,4,518,2,1,2,5,Mid-Value
12675,BT-1144048,452.55,3,601,2,1,2,5,Mid-Value
12676,BT-11530139,292.27500000000003,4,513,2,1,2,5,Mid-Value
12677,BT-1153058,5555.789999999999,3,417,2,1,2,5,Mid-Value
12678,BT-116801404,891.962,4,629,2,1,2,5,Mid-Value
12679,BT-1168059,605.0199,3,355,2,1,2,5,Mid-Value
12680,BT-116807,606.5819999999999,3,605,2,1,2,5,Mid-Value
12681,BT-1168078,1611.5399999999997,4,552,2,1,2,5,Mid-Value
12682,BT-1440137,580.29,3,425,2,1,2,5,Mid-Value
12683,BT-153023,831.0,3,352,2,1,2,5,Mid-Value
12684,BV-1124599,1678.4759999999999,4,426,2,1,2,5,Mid-Value
12685,BW-1110137,1075.4400000000003,4,386,2,1,2,5,Mid-Value
12686,BW-11110120,3636.1440000000002,3,323,2,1,2,5,Mid-Value
12687,BW-111101402,3163.534,3,357,2,1,2,5,Mid-Value
12688,BW-1111021,306.42,3,492,2,1,2,5,Mid-Value
12689,BW-111105,63.443999999999996,3,404,2,1,2,5,Mid-Value
12690,BW-1111059,1127.3895,4,566,2,1,2,5,Mid-Value
12691,BW-112001406,511.52200000000005,4,429,2,1,2,5,Mid-Value
12692,BW-1120058,117.87,3,567,2,1,2,5,Mid-Value
12693,BW-1120092,668.2199999999999,4,589,2,1,2,5,Mid-Value
12694,CA-1196527,1547.67,4,354,2,1,2,5,Mid-Value
12695,CA-120551402,348.55600000000004,4,615,2,1,2,5,Mid-Value
12696,CA-120551404,1016.184,3,509,2,1,2,5,Mid-Value
12697,CA-120551406,314.9840000000001,3,401,2,1,2,5,Mid-Value
12698,CA-127751408,32.8,3,384,2,1,2,5,Mid-Value
12699,CA-1965134,257.664,3,541,2,1,2,5,Mid-Value
12700,CB-1241564,794.67,4,543,2,1,2,5,Mid-Value
12701,CB-1253582,784.392,3,466,2,1,2,5,Mid-Value
12702,CB-202560,322.65000000000003,4,517,2,1,2,5,Mid-Value
12703,CB-241561,819.4800000000001,3,516,2,1,2,5,Mid-Value
12704,CC-121001402,287.38,3,457,2,1,2,5,Mid-Value
12705,CC-123701404,3136.8680000000004,3,541,2,1,2,5,Mid-Value
12706,CC-1237082,285.08000000000004,3,463,2,1,2,5,Mid-Value
12707,CC-12475120,386.31,4,328,2,1,2,5,Mid-Value
12708,CC-124751404,753.36,3,421,2,1,2,5,Mid-Value
12709,CC-1255082,386.68,3,408,2,1,2,5,Mid-Value
12710,CC-126101404,227.658,3,446,2,1,2,5,Mid-Value
12711,CC-1261045,744.3000000000001,3,551,2,1,2,5,Mid-Value
12712,CC-1261058,167.13,3,350,2,1,2,5,Mid-Value
12713,CC-126858,2347.5299999999997,3,396,2,1,2,5,Mid-Value
12714,CC-222079,1545.3600000000001,4,622,2,1,2,5,Mid-Value
12715,CC-2610134,215.38800000000003,3,557,2,1,2,5,Mid-Value
12716,CD-1279018,318.88,3,426,2,1,2,5,Mid-Value
12717,CD-1279027,339.81000000000006,3,336,2,1,2,5,Mid-Value
12718,CD-1920108,202.56,3,392,2,1,2,5,Mid-Value
12719,CD-1920117,1570.29,3,314,2,1,2,5,Mid-Value
12720,CD-198060,229.17000000000002,3,331,2,1,2,5,Mid-Value
12721,CD-228095,18.774000000000004,3,485,2,1,2,5,Mid-Value
12722,CG-125201402,154.88,3,338,2,1,2,5,Mid-Value
12723,CG-1252059,1263.1569,3,567,2,1,2,5,Mid-Value
12724,CJ-118755,236.72956,3,586,2,1,2,5,Mid-Value
12725,CK-123251408,1355.7600000000002,4,631,2,1,2,5,Mid-Value
12726,CK-1232597,139.98000000000002,3,439,2,1,2,5,Mid-Value
12727,CK-125951404,77.53,4,310,2,1,2,5,Mid-Value
12728,CK-1259592,1514.2800000000002,3,440,2,1,2,5,Mid-Value
12729,CK-2205137,364.38,3,408,2,1,2,5,Mid-Value
12730,CK-276060,198.48000000000002,3,302,2,1,2,5,Mid-Value
12731,CL-1189051,408.64000000000004,3,412,2,1,2,5,Mid-Value
12732,CL-12565124,1331.5950000000003,3,415,2,1,2,5,Mid-Value
12733,CL-1270027,1409.7,3,449,2,1,2,5,Mid-Value
12734,CL-1890103,77.69999999999999,3,589,2,1,2,5,Mid-Value
12735,CM-1181555,1179.744,4,300,2,1,2,5,Mid-Value
12736,CM-1181564,1047.24,4,314,2,1,2,5,Mid-Value
12737,CM-1181597,3790.32,3,499,2,1,2,5,Mid-Value
12738,CM-11830139,1839.5400000000002,4,502,2,1,2,5,Mid-Value
12739,CM-1193562,70.68,3,559,2,1,2,5,Mid-Value
12740,CM-12115125,321.65999999999997,3,467,2,1,2,5,Mid-Value
12741,CM-1216055,1068.7920000000001,3,434,2,1,2,5,Mid-Value
12742,CM-1216064,859.6019999999999,3,588,2,1,2,5,Mid-Value
12743,CM-1219064,860.9459999999999,4,508,2,1,2,5,Mid-Value
12744,CM-122351408,140.52,3,608,2,1,2,5,Mid-Value
12745,CM-1223593,181.07999999999998,3,628,2,1,2,5,Mid-Value
12746,CM-12385104,508.89000000000004,3,448,2,1,2,5,Mid-Value
12747,CM-1238518,388.01288000000005,4,384,2,1,2,5,Mid-Value
12748,CM-1238558,1370.3399999999997,3,614,2,1,2,5,Mid-Value
12749,CM-12445102,657.7125000000001,3,343,2,1,2,5,Mid-Value
12750,CM-124451402,132.95,3,436,2,1,2,5,Mid-Value
12751,CM-1244554,476.74800000000005,3,561,2,1,2,5,Mid-Value
12752,CM-1265592,253.56,3,378,2,1,2,5,Mid-Value
12753,CM-1830110,748.89,4,484,2,1,2,5,Mid-Value
12754,CM-183060,202.65,4,359,2,1,2,5,Mid-Value
12755,CM-2235134,70.812,3,611,2,1,2,5,Mid-Value
12756,CP-12085124,306.06,3,425,2,1,2,5,Mid-Value
12757,CP-1208539,677.9800000000001,3,407,2,1,2,5,Mid-Value
12758,CP-1208548,286.965,4,566,2,1,2,5,Mid-Value
12759,CP-12340120,308.93999999999994,3,471,2,1,2,5,Mid-Value
12760,CP-1234036,1002.416,3,474,2,1,2,5,Mid-Value
12761,CP-208523,884.1,3,417,2,1,2,5,Mid-Value
12762,CP-208563,320.13,3,637,2,1,2,5,Mid-Value
12763,CR-1262527,290.61,4,587,2,1,2,5,Mid-Value
12764,CR-1262558,3697.08,4,430,2,1,2,5,Mid-Value
12765,CR-1273059,247.6164,4,544,2,1,2,5,Mid-Value
12766,CR-128201402,702.8424,3,316,2,1,2,5,Mid-Value
12767,CR-262523,100.19999999999999,4,306,2,1,2,5,Mid-Value
12768,CS-1186051,347.36,4,421,2,1,2,5,Mid-Value
12769,CS-1195082,978.0560000000002,3,573,2,1,2,5,Mid-Value
12770,CS-12175132,139.88000000000002,3,633,2,1,2,5,Mid-Value
12771,CS-1217559,220.80450000000002,4,516,2,1,2,5,Mid-Value
12772,CS-1217566,1305.33,3,565,2,1,2,5,Mid-Value
12773,CS-1225059,1071.0018,3,425,2,1,2,5,Mid-Value
12774,CS-1225064,1091.4840000000002,3,467,2,1,2,5,Mid-Value
12775,CS-1235518,851.2479999999999,4,343,2,1,2,5,Mid-Value
12776,CS-1240031,1494.99136,4,506,2,1,2,5,Mid-Value
12777,CS-1240092,478.38,3,558,2,1,2,5,Mid-Value
12778,CS-1246051,373.58,3,421,2,1,2,5,Mid-Value
12779,CS-125051406,5016.549,3,400,2,1,2,5,Mid-Value
12780,CS-1250593,535.52,3,434,2,1,2,5,Mid-Value
12781,CS-1845108,573.3299999999999,4,404,2,1,2,5,Mid-Value
12782,CS-1860134,72.62400000000002,3,327,2,1,2,5,Mid-Value
12783,CS-186019,309.78,3,376,2,1,2,5,Mid-Value
12784,CS-2250103,801.0899999999999,4,499,2,1,2,5,Mid-Value
12785,CS-2400116,285.6,3,380,2,1,2,5,Mid-Value
12786,CS-240035,1402.3799999999997,3,594,2,1,2,5,Mid-Value
12787,CS-246038,678.6300000000001,3,338,2,1,2,5,Mid-Value
12788,CS-2490108,307.14,3,497,2,1,2,5,Mid-Value
12789,CT-11995120,848.1300000000001,3,477,2,1,2,5,Mid-Value
12790,CV-122951406,147.26,3,482,2,1,2,5,Mid-Value
12791,CV-1280559,1892.3759999999997,3,564,2,1,2,5,Mid-Value
12792,CV-2805134,1375.7279999999998,3,393,2,1,2,5,Mid-Value
12793,CY-274515,70.89,3,492,2,1,2,5,Mid-Value
12794,DB-129701406,1433.5859999999998,3,370,2,1,2,5,Mid-Value
12795,DB-130601404,837.7040000000001,4,307,2,1,2,5,Mid-Value
12796,DB-130601406,2040.99,3,572,2,1,2,5,Mid-Value
12797,DB-1306034,80.532,4,480,2,1,2,5,Mid-Value
12798,DB-1306045,2408.2770000000005,3,441,2,1,2,5,Mid-Value
12799,DB-1306048,4994.004,4,463,2,1,2,5,Mid-Value
12800,DB-132101408,226.50199999999998,4,395,2,1,2,5,Mid-Value
12801,DB-13210144,613.0446,4,504,2,1,2,5,Mid-Value
12802,DB-1327045,789.1154999999999,4,327,2,1,2,5,Mid-Value
12803,DB-1336059,864.6425999999999,4,408,2,1,2,5,Mid-Value
12804,DB-1340545,1949.9984999999997,3,538,2,1,2,5,Mid-Value
12805,DB-1361582,251.54,3,486,2,1,2,5,Mid-Value
12806,DB-1366055,654.2984399999999,3,418,2,1,2,5,Mid-Value
12807,DB-291013,792.6000000000001,4,355,2,1,2,5,Mid-Value
12808,DB-2910146,738.5999999999999,4,474,2,1,2,5,Mid-Value
12809,DB-291023,1179.78,3,498,2,1,2,5,Mid-Value
12810,DB-336022,810.45,4,434,2,1,2,5,Mid-Value
12811,DC-1285051,189.29999999999995,3,328,2,1,2,5,Mid-Value
12812,DD-135701402,92.43,3,495,2,1,2,5,Mid-Value
12813,DD-3570111,367.5899999999999,3,371,2,1,2,5,Mid-Value
12814,DD-357063,411.84,4,300,2,1,2,5,Mid-Value
12815,DE-13255121,230.76,3,533,2,1,2,5,Mid-Value
12816,DF-1313548,679.0049999999999,3,499,2,1,2,5,Mid-Value
12817,DF-131357,1016.8199999999998,4,466,2,1,2,5,Mid-Value
12818,DF-1313582,145.96,3,415,2,1,2,5,Mid-Value
12819,DG-330033,176.37,3,477,2,1,2,5,Mid-Value
12820,DH-307569,309.12,3,377,2,1,2,5,Mid-Value
12821,DH-3675134,149.208,3,635,2,1,2,5,Mid-Value
12822,DJ-13420139,265.04999999999995,3,442,2,1,2,5,Mid-Value
12823,DJ-13510120,993.8309999999999,4,562,2,1,2,5,Mid-Value
12824,DJ-135107,1744.659,4,362,2,1,2,5,Mid-Value
12825,DJ-1363028,2132.66,3,434,2,1,2,5,Mid-Value
12826,DJ-1363048,897.9359999999999,3,497,2,1,2,5,Mid-Value
12827,DK-128351408,407.03,4,386,2,1,2,5,Mid-Value
12828,DK-1283545,623.6669999999999,3,291,2,1,2,5,Mid-Value
12829,DK-1289545,486.25499999999994,4,564,2,1,2,5,Mid-Value
12830,DK-1298558,3842.7000000000007,4,506,2,1,2,5,Mid-Value
12831,DK-1298559,429.4352999999999,3,516,2,1,2,5,Mid-Value
12832,DK-13090102,2211.4215,4,343,2,1,2,5,Mid-Value
12833,DK-1309058,518.73,4,294,2,1,2,5,Mid-Value
12834,DK-1309059,771.6143999999999,3,567,2,1,2,5,Mid-Value
12835,DK-1315031,1045.9,3,421,2,1,2,5,Mid-Value
12836,DK-13375113,1254.09,4,373,2,1,2,5,Mid-Value
12837,DK-1337527,1502.9729999999997,3,348,2,1,2,5,Mid-Value
12838,DK-283561,219.84,3,467,2,1,2,5,Mid-Value
12839,DK-2895103,215.25000000000003,3,522,2,1,2,5,Mid-Value
12840,DK-289535,171.06,4,448,2,1,2,5,Mid-Value
12841,DK-315061,129.81,3,407,2,1,2,5,Mid-Value
12842,DK-3375103,384.54,4,419,2,1,2,5,Mid-Value
12843,DL-1333031,647.6,4,628,2,1,2,5,Mid-Value
12844,DL-1349558,2968.17,3,508,2,1,2,5,Mid-Value
12845,DL-2925134,141.94800000000004,4,625,2,1,2,5,Mid-Value
12846,DL-3315111,120.78,3,446,2,1,2,5,Mid-Value
12847,DL-349595,491.86800000000005,3,460,2,1,2,5,Mid-Value
12848,DM-129551404,124.032,3,457,2,1,2,5,Mid-Value
12849,DM-130151408,228.58599999999998,4,481,2,1,2,5,Mid-Value
12850,DM-133451406,630.366,4,418,2,1,2,5,Mid-Value
12851,DM-135251402,52.09600000000001,3,481,2,1,2,5,Mid-Value
12852,DM-352523,1183.02,4,323,2,1,2,5,Mid-Value
12853,DN-3690134,133.788,3,593,2,1,2,5,Mid-Value
12854,DN-369023,948.87,4,434,2,1,2,5,Mid-Value
12855,DO-13435102,306.93000000000006,3,484,2,1,2,5,Mid-Value
12856,DO-1364518,82.7,3,371,2,1,2,5,Mid-Value
12857,DO-1364564,841.896,3,560,2,1,2,5,Mid-Value
12858,DP-1310582,2031.6839999999997,3,476,2,1,2,5,Mid-Value
12859,DP-131657,5743.584,3,358,2,1,2,5,Mid-Value
12860,DP-133901402,470.4119999999999,4,363,2,1,2,5,Mid-Value
12861,DP-1339058,282.78000000000003,3,489,2,1,2,5,Mid-Value
12862,DP-1339064,406.65,4,604,2,1,2,5,Mid-Value
12863,DP-1339082,193.88,4,376,2,1,2,5,Mid-Value
12864,DP-339060,150.03,3,316,2,1,2,5,Mid-Value
12865,DR-1288027,881.22,4,603,2,1,2,5,Mid-Value
12866,DR-1288045,357.81,4,402,2,1,2,5,Mid-Value
12867,DR-129401402,621.5920000000001,3,396,2,1,2,5,Mid-Value
12868,DR-2940134,54.384000000000015,3,389,2,1,2,5,Mid-Value
12869,DS-1303048,484.9050000000001,4,398,2,1,2,5,Mid-Value
12870,DS-131801404,883.6020000000001,4,381,2,1,2,5,Mid-Value
12871,DV-130451404,37.599999999999994,3,463,2,1,2,5,Mid-Value
12872,DV-1304554,718.86,3,454,2,1,2,5,Mid-Value
12873,DW-131951402,448.418,3,405,2,1,2,5,Mid-Value
12874,DW-134801404,912.9080000000001,3,413,2,1,2,5,Mid-Value
12875,DW-135401402,84.608,3,299,2,1,2,5,Mid-Value
12876,DW-348023,2468.6400000000003,3,494,2,1,2,5,Mid-Value
12877,Dp-1324026,1061.3403199999998,4,625,2,1,2,5,Mid-Value
12878,EA-14035139,1050.786,4,578,2,1,2,5,Mid-Value
12879,EA-1403536,54.57600000000001,3,450,2,1,2,5,Mid-Value
12880,EB-137051404,2050.1839999999997,4,564,2,1,2,5,Mid-Value
12881,EB-1384045,2966.3999999999996,4,466,2,1,2,5,Mid-Value
12882,EB-138701408,464.976,3,334,2,1,2,5,Mid-Value
12883,EB-139301408,239.216,3,434,2,1,2,5,Mid-Value
12884,EB-139751408,984.671,3,446,2,1,2,5,Mid-Value
12885,EB-1397536,82.88000000000001,3,510,2,1,2,5,Mid-Value
12886,EB-1397591,196.14,4,357,2,1,2,5,Mid-Value
12887,EB-141101404,1094.3000000000002,4,475,2,1,2,5,Mid-Value
12888,EB-1411045,104.13,3,475,2,1,2,5,Mid-Value
12889,EB-141107,421.20000000000005,3,319,2,1,2,5,Mid-Value
12890,EB-141701402,352.67199999999997,3,420,2,1,2,5,Mid-Value
12891,EB-14170143,217.656,3,468,2,1,2,5,Mid-Value
12892,EB-370538,1285.74,3,398,2,1,2,5,Mid-Value
12893,ED-1388539,2746.52,4,635,2,1,2,5,Mid-Value
12894,EH-139451406,158.31900000000005,3,399,2,1,2,5,Mid-Value
12895,EH-139901406,391.136,4,639,2,1,2,5,Mid-Value
12896,EH-14005120,2138.103,3,377,2,1,2,5,Mid-Value
12897,EH-14125144,309.591,3,554,2,1,2,5,Mid-Value
12898,EH-1412555,155.484,4,430,2,1,2,5,Mid-Value
12899,EH-1412564,120.09,3,443,2,1,2,5,Mid-Value
12900,EH-141851408,253.154,3,365,2,1,2,5,Mid-Value
12901,EH-1418518,472.2599999999999,4,454,2,1,2,5,Mid-Value
12902,EH-1418559,655.8573,4,387,2,1,2,5,Mid-Value
12903,EH-3945137,135.06,3,485,2,1,2,5,Mid-Value
12904,EH-400587,323.96999999999997,4,621,2,1,2,5,Mid-Value
12905,EH-412538,903.0600000000001,4,400,2,1,2,5,Mid-Value
12906,EJ-141551406,1517.049,4,394,2,1,2,5,Mid-Value
12907,EJ-415538,1785.0900000000001,3,548,2,1,2,5,Mid-Value
12908,EK-1379545,227.94,4,377,2,1,2,5,Mid-Value
12909,EK-3795103,638.3100000000001,3,495,2,1,2,5,Mid-Value
12910,EK-379595,40.203,3,575,2,1,2,5,Mid-Value
12911,EL-13735139,1416.18,3,382,2,1,2,5,Mid-Value
12912,EL-1373531,248.21999999999997,3,592,2,1,2,5,Mid-Value
12913,EL-137357,2721.1679999999997,3,292,2,1,2,5,Mid-Value
12914,EM-1381058,3169.2000000000003,3,351,2,1,2,5,Mid-Value
12915,EM-1381092,2069.13,4,477,2,1,2,5,Mid-Value
12916,EM-138251408,30.406,3,490,2,1,2,5,Mid-Value
12917,EM-1382539,391.78,3,573,2,1,2,5,Mid-Value
12918,EM-1396027,1138.8000000000002,3,470,2,1,2,5,Mid-Value
12919,EM-1396092,1304.58,4,438,2,1,2,5,Mid-Value
12920,EM-1406559,569.1945,3,639,2,1,2,5,Mid-Value
12921,EM-1409548,358.47,3,377,2,1,2,5,Mid-Value
12922,EM-3810137,690.0600000000001,3,390,2,1,2,5,Mid-Value
12923,EM-381032,176.43,4,317,2,1,2,5,Mid-Value
12924,EM-382561,196.68,3,482,2,1,2,5,Mid-Value
12925,EM-406533,114.84,3,502,2,1,2,5,Mid-Value
12926,EM-409577,1343.1,4,588,2,1,2,5,Mid-Value
12927,EP-13915102,730.9500000000002,4,379,2,1,2,5,Mid-Value
12928,EP-391540,150.51,3,422,2,1,2,5,Mid-Value
12929,ER-138551408,1106.9240000000002,3,421,2,1,2,5,Mid-Value
12930,ER-1385539,168.72,3,403,2,1,2,5,Mid-Value
12931,ER-1385597,831.36,3,296,2,1,2,5,Mid-Value
12932,ES-40803,173.49,4,421,2,1,2,5,Mid-Value
12933,ES-408086,543.3899999999999,4,483,2,1,2,5,Mid-Value
12934,FA-1423045,1478.2845000000002,4,386,2,1,2,5,Mid-Value
12935,FA-1423058,541.3199999999999,3,562,2,1,2,5,Mid-Value
12936,FC-143357,1618.596,4,509,2,1,2,5,Mid-Value
12937,FH-143501404,914.12,3,320,2,1,2,5,Mid-Value
12938,FH-1435027,2110.41,4,398,2,1,2,5,Mid-Value
12939,FH-1435082,551.57552,3,497,2,1,2,5,Mid-Value
12940,FH-4365134,188.56799999999998,3,387,2,1,2,5,Mid-Value
12941,FM-1421559,2199.0516000000002,4,503,2,1,2,5,Mid-Value
12942,FM-1429031,177.34,4,466,2,1,2,5,Mid-Value
12943,FM-1429059,860.4608999999998,4,576,2,1,2,5,Mid-Value
12944,FM-143801404,663.952,3,384,2,1,2,5,Mid-Value
12945,FM-143801406,166.55,3,386,2,1,2,5,Mid-Value
12946,FM-1438026,724.0200000000001,4,478,2,1,2,5,Mid-Value
12947,FM-1438064,776.1600000000001,3,489,2,1,2,5,Mid-Value
12948,FO-143051408,1547.884,3,425,2,1,2,5,Mid-Value
12949,FW-1439545,1381.6860000000001,3,300,2,1,2,5,Mid-Value
12950,FW-1439548,1496.6789999999999,4,320,2,1,2,5,Mid-Value
12951,FW-1439593,434.7,4,387,2,1,2,5,Mid-Value
12952,GA-145151402,679.3920000000002,3,399,2,1,2,5,Mid-Value
12953,GA-145155,838.7760000000001,4,428,2,1,2,5,Mid-Value
12954,GA-145157,3174.6059999999993,3,539,2,1,2,5,Mid-Value
12955,GA-4515117,96.57000000000001,4,372,2,1,2,5,Mid-Value
12956,GB-1453018,507.13999999999993,4,294,2,1,2,5,Mid-Value
12957,GB-1453039,248.48,4,294,2,1,2,5,Mid-Value
12958,GD-1459048,180.03000000000003,3,343,2,1,2,5,Mid-Value
12959,GD-4590110,262.95000000000005,4,400,2,1,2,5,Mid-Value
12960,GG-1465082,360.81999999999994,3,352,2,1,2,5,Mid-Value
12961,GH-14410101,126.612,4,436,2,1,2,5,Mid-Value
12962,GH-14410120,2817.8010000000004,3,534,2,1,2,5,Mid-Value
12963,GH-144851402,1361.2440000000004,3,387,2,1,2,5,Mid-Value
12964,GH-146657,1185.4170000000001,3,471,2,1,2,5,Mid-Value
12965,GH-442538,1396.9499999999998,4,552,2,1,2,5,Mid-Value
12966,GH-448523,448.68,3,378,2,1,2,5,Mid-Value
12967,GK-14620139,778.95,4,298,2,1,2,5,Mid-Value
12968,GK-1462055,121.12800000000001,4,471,2,1,2,5,Mid-Value
12969,GK-462086,474.98999999999995,3,628,2,1,2,5,Mid-Value
12970,GM-144408,163.26000000000002,3,387,2,1,2,5,Mid-Value
12971,GM-14455139,904.59,3,365,2,1,2,5,Mid-Value
12972,GM-14695143,136.872,3,595,2,1,2,5,Mid-Value
12973,GM-450061,347.42999999999995,3,371,2,1,2,5,Mid-Value
12974,GM-468070,919.47,4,497,2,1,2,5,Mid-Value
12975,GP-1474093,235.17999999999998,4,294,2,1,2,5,Mid-Value
12976,GR-456060,317.46000000000004,3,589,2,1,2,5,Mid-Value
12977,GT-147551404,113.524,4,545,2,1,2,5,Mid-Value
12978,GT-1475545,328.02000000000004,4,303,2,1,2,5,Mid-Value
12979,GT-475557,445.97999999999996,3,485,2,1,2,5,Mid-Value
12980,GW-146051408,435.552,3,435,2,1,2,5,Mid-Value
12981,GW-146057,670.977,3,536,2,1,2,5,Mid-Value
12982,GZ-1447045,1708.7385,3,352,2,1,2,5,Mid-Value
12983,GZ-1454548,399.21,3,414,2,1,2,5,Mid-Value
12984,GZ-1454558,1663.02,4,636,2,1,2,5,Mid-Value
12985,HA-1490511,2024.73,3,385,2,1,2,5,Mid-Value
12986,HA-1490582,1315.2799999999997,3,625,2,1,2,5,Mid-Value
12987,HA-149201408,645.136,3,508,2,1,2,5,Mid-Value
12988,HA-1492082,397.08,3,586,2,1,2,5,Mid-Value
12989,HA-490560,387.96000000000004,3,561,2,1,2,5,Mid-Value
12990,HA-492023,100.56,3,496,2,1,2,5,Mid-Value
12991,HD-14785120,616.944,4,331,2,1,2,5,Mid-Value
12992,HD-14785124,116.92499999999998,3,491,2,1,2,5,Mid-Value
12993,HD-1478592,4008.18,3,549,2,1,2,5,Mid-Value
12994,HE-1480031,974.78,4,558,2,1,2,5,Mid-Value
12995,HE-1480064,713.88,4,564,2,1,2,5,Mid-Value
12996,HE-1480098,376.0799999999999,4,553,2,1,2,5,Mid-Value
12997,HF-149951406,430.94,4,483,2,1,2,5,Mid-Value
12998,HF-1499545,680.853,3,512,2,1,2,5,Mid-Value
12999,HG-1484527,119.75999999999999,3,513,2,1,2,5,Mid-Value
13000,HG-1496545,791.886,3,483,2,1,2,5,Mid-Value
13001,HG-1496559,820.8269999999999,3,537,2,1,2,5,Mid-Value
13002,HG-149657,1222.371,4,432,2,1,2,5,Mid-Value
13003,HG-1496592,38.586,3,522,2,1,2,5,Mid-Value
13004,HG-4845103,123.21000000000001,3,583,2,1,2,5,Mid-Value
13005,HG-48454,209.79,4,506,2,1,2,5,Mid-Value
13006,HJ-148751404,299.3,4,408,2,1,2,5,Mid-Value
13007,HJ-1487536,256.208,3,540,2,1,2,5,Mid-Value
13008,HK-14890139,155.93399999999997,3,380,2,1,2,5,Mid-Value
