,Customer ID,RECENCY,FREQUENCY,MONETARY,FINAL_CLUSTER,SEGMENT
29,12840.0,143,75,1701.1199999999994,1,Low-Value
2589,15478.0,39,56,1701.76,1,Low-Value
3320,16221.0,36,190,1704.5200000000004,4,High-Value
4895,17827.0,4,172,1705.3200000000006,4,High-Value
3187,16085.0,22,241,1708.510000000002,4,High-Value
3108,16005.0,11,272,1708.5500000000018,4,High-Value
2567,15456.0,282,175,1708.9799999999989,5,Top Customer
1099,13949.0,2,95,1709.2800000000002,1,Low-Value
2990,15885.0,92,90,1709.49,1,Low-Value
4180,17095.0,22,82,1709.8400000000001,1,Low-Value
2738,15629.0,449,52,1711.1000000000004,2,Mid-Value
3978,16889.0,194,135,1714.0400000000004,1,Low-Value
1606,14467.0,17,224,1715.2400000000007,4,High-Value
180,12997.0,21,84,1716.4100000000003,1,Low-Value
1611,14472.0,103,226,1717.2600000000011,4,High-Value
2383,15267.0,21,11,1717.36,1,Low-Value
3625,16531.0,21,99,1717.700000000001,1,Low-Value
4986,17921.0,63,235,1717.7800000000022,4,High-Value
3164,16062.0,9,80,1718.5500000000002,1,Low-Value
1551,14410.0,91,201,1719.8200000000015,4,High-Value
863,13700.0,25,149,1720.9400000000005,4,High-Value
1780,14644.0,67,39,1720.99,1,Low-Value
3752,16660.0,15,22,1721.45,1,Low-Value
5277,18215.0,88,66,1723.5700000000004,1,Low-Value
1794,14659.0,8,163,1725.4399999999998,4,High-Value
924,13762.0,218,20,1725.96,2,Mid-Value
1709,14573.0,179,208,1727.3700000000024,4,High-Value
799,13635.0,67,81,1729.3300000000004,1,Low-Value
1923,14790.0,16,93,1729.420000000001,1,Low-Value
899,13736.0,4,287,1732.720000000001,4,High-Value
2916,15810.0,78,90,1734.8600000000001,1,Low-Value
2150,15033.0,4,274,1738.040000000001,4,High-Value
2598,15489.0,22,80,1739.5600000000006,1,Low-Value
1800,14665.0,60,76,1742.6199999999997,1,Low-Value
4311,17228.0,15,190,1745.300000000001,4,High-Value
4228,17145.0,512,95,1746.5500000000002,0,Lost Customer
4310,17227.0,18,100,1747.3300000000004,1,Low-Value
2865,15757.0,65,110,1748.3899999999996,1,Low-Value
3446,16350.0,20,92,1748.3899999999999,1,Low-Value
3961,16871.0,21,82,1748.7600000000007,1,Low-Value
792,13627.0,58,93,1750.5800000000002,1,Low-Value
4276,17193.0,35,33,1750.8400000000001,1,Low-Value
275,13094.0,20,23,1751.5200000000002,1,Low-Value
3589,16493.0,79,84,1751.9500000000005,1,Low-Value
819,13655.0,113,87,1754.5199999999998,1,Low-Value
3645,16551.0,95,69,1755.2800000000002,1,Low-Value
2036,14905.0,157,69,1756.4399999999994,1,Low-Value
4319,17236.0,12,124,1756.9100000000008,1,Low-Value
266,13085.0,157,58,1760.5800000000004,1,Low-Value
2132,15015.0,500,196,1762.8799999999999,3,Mid-Value
1027,13874.0,357,57,1768.71,2,Mid-Value
1733,14597.0,10,68,1770.9299999999998,1,Low-Value
2923,15817.0,420,91,1771.76,2,Mid-Value
92,12908.0,175,5,1776.0,1,Low-Value
1544,14403.0,129,19,1776.7599999999998,1,Low-Value
508,13330.0,92,68,1781.5400000000004,1,Low-Value
3768,16676.0,33,96,1781.8200000000002,1,Low-Value
867,13704.0,4,102,1782.17,1,Low-Value
1155,14005.0,9,47,1783.1799999999998,1,Low-Value
3048,15944.0,276,25,1784.44,2,Mid-Value
1439,14295.0,39,45,1787.9800000000002,1,Low-Value
1635,14496.0,311,72,1788.73,2,Mid-Value
3207,16105.0,248,72,1789.5300000000002,2,Mid-Value
2138,15021.0,8,331,1791.5400000000016,4,High-Value
3415,16317.0,119,90,1793.28,1,Low-Value
1134,13984.0,26,79,1793.4499999999998,1,Low-Value
4536,17460.0,93,107,1794.3100000000004,1,Low-Value
3855,16764.0,3,372,1796.1100000000026,4,High-Value
1276,14129.0,1,74,1796.2799999999997,1,Low-Value
4075,16987.0,2,166,1798.2900000000004,4,High-Value
1129,13979.0,72,182,1802.5900000000001,4,High-Value
4371,17288.0,8,167,1804.1000000000017,4,High-Value
2932,15826.0,55,72,1805.0000000000002,1,Low-Value
2965,15860.0,40,232,1805.070000000002,4,High-Value
1548,14407.0,106,54,1810.2399999999998,1,Low-Value
3479,16383.0,74,217,1811.1600000000008,4,High-Value
297,13117.0,21,122,1812.2000000000005,1,Low-Value
795,13630.0,4,57,1812.8400000000001,1,Low-Value
4160,17075.0,17,150,1815.3200000000008,4,High-Value
2000,14869.0,8,149,1815.8700000000006,4,High-Value
165,12982.0,242,114,1816.0900000000006,2,Mid-Value
4813,17744.0,3,92,1817.8999999999994,1,Low-Value
383,13203.0,9,107,1818.8699999999992,1,Low-Value
1323,14177.0,85,150,1819.9100000000014,4,High-Value
2084,14967.0,49,25,1820.0100000000004,1,Low-Value
4081,16993.0,463,26,1820.4499999999998,2,Mid-Value
376,13196.0,10,96,1823.5100000000002,1,Low-Value
2258,15142.0,45,86,1825.58,1,Low-Value
4962,17897.0,172,190,1829.2200000000014,4,High-Value
4811,17742.0,112,70,1829.58,1,Low-Value
4623,17550.0,196,205,1832.450000000001,4,High-Value
162,12978.0,384,106,1840.7699999999998,2,Mid-Value
5320,18258.0,463,43,1842.7700000000002,2,Mid-Value
298,13118.0,19,95,1843.7100000000005,1,Low-Value
2929,15823.0,371,63,1848.0299999999997,2,Mid-Value
4403,17320.0,99,100,1850.4499999999998,1,Low-Value
2862,15754.0,50,77,1851.1900000000003,1,Low-Value
4890,17822.0,419,122,1852.7200000000007,2,Mid-Value
1096,13946.0,78,47,1853.48,1,Low-Value
961,13799.0,116,64,1856.9800000000012,1,Low-Value
3924,16833.0,0,63,1859.0399999999997,1,Low-Value
1545,14404.0,33,122,1860.4000000000005,1,Low-Value
4128,17043.0,31,134,1862.4600000000005,1,Low-Value
2659,15550.0,3,164,1862.4800000000005,4,High-Value
2969,15864.0,21,20,1865.5800000000002,1,Low-Value
1880,14745.0,112,98,1865.9100000000005,1,Low-Value
2095,14978.0,71,155,1865.9300000000017,4,High-Value
934,13772.0,33,279,1866.6200000000008,4,High-Value
2855,15747.0,12,140,1869.0000000000002,4,High-Value
515,13338.0,157,88,1869.1100000000004,1,Low-Value
2741,15632.0,15,94,1869.55,1,Low-Value
3914,16823.0,226,135,1871.28,2,Mid-Value
2319,15203.0,25,135,1873.87,1,Low-Value
211,13029.0,30,14,1877.7999999999997,1,Low-Value
3827,16736.0,505,79,1879.22,0,Lost Customer
1362,14216.0,2,61,1879.63,1,Low-Value
3143,16040.0,64,94,1880.3000000000006,1,Low-Value
3730,16638.0,22,101,1882.1100000000001,1,Low-Value
2337,15221.0,365,27,1882.6,2,Mid-Value
4771,17702.0,29,83,1883.4600000000003,1,Low-Value
4367,17284.0,59,202,1883.51,4,High-Value
4431,17348.0,14,277,1886.92,4,High-Value
3110,16007.0,47,306,1887.4799999999998,4,High-Value
703,13538.0,42,98,1888.66,1,Low-Value
1601,14462.0,65,214,1892.3700000000003,4,High-Value
4185,17101.0,9,50,1892.55,1,Low-Value
2468,15353.0,254,200,1893.8500000000008,5,Top Customer
3115,16012.0,34,144,1897.0699999999995,4,High-Value
3447,16351.0,332,96,1897.3500000000001,2,Mid-Value
2842,15734.0,114,36,1897.9,1,Low-Value
1562,14421.0,56,66,1897.96,1,Low-Value
2343,15227.0,36,90,1902.2900000000002,1,Low-Value
9,12820.0,2,108,1907.4600000000007,1,Low-Value
353,13173.0,3,158,1908.410000000002,4,High-Value
2147,15030.0,71,30,1909.91,1,Low-Value
1989,14857.0,59,109,1912.8210000000006,1,Low-Value
3169,16067.0,562,46,1913.7700000000004,0,Lost Customer
3130,16027.0,91,32,1914.2100000000007,1,Low-Value
3784,16692.0,255,5,1914.6999999999998,2,Mid-Value
3217,16115.0,9,286,1917.540000000001,4,High-Value
4324,17241.0,384,120,1920.270000000001,2,Mid-Value
2034,14903.0,20,223,1921.54,4,High-Value
1397,14251.0,1,45,1924.5600000000004,1,Low-Value
3380,16281.0,71,25,1925.7,1,Low-Value
2967,15862.0,7,318,1925.7400000000016,4,High-Value
4959,17894.0,71,291,1929.3300000000017,4,High-Value
151,12967.0,357,34,1929.88,2,Mid-Value
1835,14700.0,31,107,1930.1900000000003,1,Low-Value
3206,16104.0,61,141,1931.420000000001,4,High-Value
1590,14451.0,59,275,1932.3500000000006,4,High-Value
1555,14414.0,91,95,1935.8300000000004,1,Low-Value
195,13012.0,8,103,1938.1600000000003,1,Low-Value
3014,15910.0,0,396,1942.1100000000013,4,High-Value
3306,16206.0,54,165,1945.060000000001,4,High-Value
3331,16232.0,43,74,1945.49,1,Low-Value
788,13623.0,30,183,1948.1700000000005,4,High-Value
3581,16485.0,76,114,1950.9900000000005,1,Low-Value
2734,15625.0,103,97,1953.2599999999998,1,Low-Value
2769,15660.0,24,105,1960.6700000000003,1,Low-Value
2028,14897.0,7,76,1961.92,1,Low-Value
633,13461.0,38,29,1963.6999999999996,1,Low-Value
3846,16755.0,113,193,1964.9200000000008,4,High-Value
1966,14834.0,17,75,1965.1200000000001,1,Low-Value
3972,16883.0,186,203,1965.7500000000005,4,High-Value
213,13031.0,406,213,1965.8700000000013,5,Top Customer
1694,14555.0,56,97,1966.0799999999995,1,Low-Value
1361,14215.0,11,104,1968.25,1,Low-Value
586,13414.0,133,32,1968.33,1,Low-Value
1831,14696.0,3,121,1968.8999999999999,1,Low-Value
2658,15549.0,76,126,1970.2100000000003,1,Low-Value
911,13748.0,95,53,1972.9500000000005,1,Low-Value
1031,13878.0,54,74,1973.7900000000004,1,Low-Value
5272,18210.0,1,96,1976.0400000000004,1,Low-Value
4388,17305.0,648,8,1982.8200000000002,0,Lost Customer
648,13477.0,37,101,1984.86,1,Low-Value
4199,17115.0,7,87,1985.03,1,Low-Value
4625,17552.0,59,99,1986.25,1,Low-Value
2747,15638.0,378,21,1986.7999999999997,2,Mid-Value
4546,17470.0,44,106,1987.4100000000005,1,Low-Value
2723,15614.0,437,50,1987.5200000000002,2,Mid-Value
1891,14756.0,14,79,1987.8,1,Low-Value
2230,15114.0,29,125,1987.8800000000003,1,Low-Value
3089,15985.0,122,70,1989.7,1,Low-Value
2351,15235.0,217,122,1990.18,2,Mid-Value
1683,14544.0,23,121,1994.1100000000001,1,Low-Value
1893,14758.0,144,93,1994.9699999999998,1,Low-Value
3790,16698.0,226,5,1998.0,2,Mid-Value
4797,17728.0,3,115,1999.8700000000003,1,Low-Value
2785,15676.0,18,106,2003.5800000000004,1,Low-Value
2190,15073.0,9,102,2005.1199999999997,1,Low-Value
582,13410.0,23,45,2008.1600000000003,1,Low-Value
5033,17969.0,165,163,2008.9900000000007,4,High-Value
4604,17530.0,0,292,2010.0700000000015,4,High-Value
742,13577.0,24,82,2011.7199999999996,1,Low-Value
3431,16335.0,551,231,2014.620000000001,3,Mid-Value
1437,14293.0,2,72,2015.1700000000005,1,Low-Value
3302,16202.0,360,97,2018.6999999999994,2,Mid-Value
811,13647.0,9,77,2021.6800000000007,1,Low-Value
1002,13849.0,51,123,2029.5199999999998,1,Low-Value
4911,17846.0,84,1,2033.1,1,Low-Value
3097,15993.0,8,332,2033.7500000000016,4,High-Value
2705,15596.0,100,111,2034.9,1,Low-Value
2796,15687.0,8,111,2038.0999999999997,1,Low-Value
4365,17282.0,129,130,2043.8500000000004,1,Low-Value
4761,17692.0,126,107,2046.3500000000004,1,Low-Value
3324,16225.0,44,200,2049.080000000001,4,High-Value
5233,18171.0,58,72,2051.9599999999996,1,Low-Value
2044,14916.0,70,82,2052.24,1,Low-Value
3551,16455.0,63,104,2054.040000000001,1,Low-Value
609,13437.0,13,98,2058.609999999999,1,Low-Value
311,13131.0,22,81,2064.8500000000004,1,Low-Value
3456,16360.0,4,319,2066.710000000001,4,High-Value
5089,18026.0,500,16,2069.12,0,Lost Customer
2471,15356.0,30,382,2072.3500000000013,4,High-Value
4702,17629.0,5,129,2072.6800000000003,1,Low-Value
1757,14621.0,0,102,2076.1,1,Low-Value
2222,15105.0,17,90,2077.03,1,Low-Value
1458,14315.0,44,81,2078.87,1,Low-Value
4114,17029.0,110,25,2081.5,1,Low-Value
1572,14431.0,302,58,2083.8,2,Mid-Value
1309,14163.0,86,48,2089.5700000000006,1,Low-Value
3155,16053.0,32,101,2090.09,1,Low-Value
972,13819.0,301,76,2093.3500000000004,2,Mid-Value
870,13707.0,266,81,2093.4399999999996,2,Mid-Value
2860,15752.0,39,285,2094.920000000001,4,High-Value
4214,17131.0,4,107,2095.9900000000007,1,Low-Value
3704,16612.0,32,106,2096.7300000000005,1,Low-Value
3036,15932.0,3,83,2098.0499999999997,1,Low-Value
707,13542.0,376,169,2098.9200000000014,5,Top Customer
1680,14541.0,58,133,2099.0400000000004,1,Low-Value
5241,18179.0,8,81,2099.0600000000004,1,Low-Value
2428,15312.0,74,111,2099.9300000000003,1,Low-Value
2672,15563.0,21,163,2101.5299999999993,4,High-Value
4148,17063.0,20,114,2101.8699999999994,1,Low-Value
855,13692.0,24,49,2106.5800000000004,1,Low-Value
722,13557.0,27,116,2108.58,1,Low-Value
272,13091.0,27,37,2108.9400000000005,1,Low-Value
4970,17905.0,70,122,2109.110000000001,1,Low-Value
2357,15241.0,66,109,2113.2000000000007,1,Low-Value
391,13211.0,9,130,2115.5799999999995,1,Low-Value
3633,16539.0,2,93,2116.109999999999,1,Low-Value
882,13719.0,14,170,2116.3199999999997,4,High-Value
43,12854.0,78,165,2121.3700000000013,4,High-Value
3010,15906.0,19,148,2122.86,4,High-Value
3188,16086.0,58,101,2127.58,1,Low-Value
2217,15100.0,333,12,2127.8999999999996,2,Mid-Value
3676,16584.0,79,46,2129.78,1,Low-Value
1043,13890.0,0,122,2134.2199999999993,1,Low-Value
62,12877.0,3,175,2136.300000000001,4,High-Value
3263,16163.0,231,50,2136.7900000000004,2,Mid-Value
121,12937.0,14,126,2137.2400000000007,1,Low-Value
3654,16560.0,26,130,2149.9000000000005,1,Low-Value
2503,15392.0,4,98,2153.389999999999,1,Low-Value
4055,16966.0,7,28,2154.9700000000003,1,Low-Value
3071,15967.0,22,311,2158.8300000000017,4,High-Value
4949,17884.0,3,273,2161.1099999999997,4,High-Value
3179,16077.0,625,7,2161.2000000000003,0,Lost Customer
3465,16369.0,17,133,2161.2200000000003,1,Low-Value
4791,17722.0,95,91,2161.89,1,Low-Value
635,13464.0,57,99,2162.9800000000005,1,Low-Value
3455,16359.0,6,84,2165.880000000001,1,Low-Value
2780,15671.0,18,53,2168.07,1,Low-Value
1941,14808.0,39,150,2169.3199999999993,4,High-Value
926,13764.0,70,264,2171.530000000001,4,High-Value
5114,18051.0,633,51,2173.6200000000003,0,Lost Customer
3725,16633.0,16,109,2175.5,1,Low-Value
1969,14837.0,89,128,2182.22,1,Low-Value
1804,14669.0,241,237,2182.769999999999,5,Top Customer
2160,15043.0,30,30,2183.16,1,Low-Value
4117,17032.0,547,156,2186.1100000000006,3,Mid-Value
4088,17002.0,85,63,2186.85,1,Low-Value
3503,16407.0,12,159,2208.8800000000015,4,High-Value
446,13268.0,17,291,2209.0500000000015,4,High-Value
2940,15834.0,69,191,2209.8799999999997,4,High-Value
4583,17509.0,57,120,2210.8099999999995,1,Low-Value
3220,16118.0,652,21,2212.4700000000003,0,Lost Customer
3290,16190.0,39,92,2214.2099999999996,1,Low-Value
3908,16817.0,2,115,2219.2800000000007,1,Low-Value
4751,17682.0,9,121,2225.9800000000005,1,Low-Value
4725,17655.0,10,74,2227.6100000000006,1,Low-Value
1808,14673.0,2,103,2233.22,1,Low-Value
3432,16336.0,420,38,2233.4600000000005,2,Mid-Value
3648,16554.0,41,126,2235.7200000000007,1,Low-Value
3530,16434.0,28,144,2239.94,4,High-Value
2445,15329.0,38,111,2243.63,1,Low-Value
1372,14226.0,28,64,2247.49,1,Low-Value
1550,14409.0,70,56,2249.3900000000003,1,Low-Value
4495,17414.0,43,21,2249.5200000000004,1,Low-Value
3161,16059.0,65,256,2249.5699999999997,4,High-Value
905,13742.0,16,194,2253.1200000000017,4,High-Value
2947,15841.0,72,58,2254.21,1,Low-Value
2422,15306.0,63,106,2254.3500000000017,1,Low-Value
4565,17490.0,0,87,2254.46,1,Low-Value
3491,16395.0,59,347,2257.0099999999998,4,High-Value
147,12963.0,7,117,2257.6,1,Low-Value
2925,15819.0,48,144,2257.9299999999994,4,High-Value
1113,13963.0,307,130,2264.8600000000006,2,Mid-Value
2212,15095.0,103,87,2266.32,1,Low-Value
1307,14161.0,215,193,2270.14,5,Top Customer
597,13425.0,107,111,2271.4599999999996,1,Low-Value
3069,15965.0,16,229,2273.600000000001,4,High-Value
2824,15716.0,145,240,2276.91,4,High-Value
230,13048.0,13,149,2279.49,4,High-Value
4789,17720.0,25,106,2282.1800000000007,1,Low-Value
1375,14229.0,51,51,2283.84,1,Low-Value
3340,16241.0,9,433,2293.7300000000023,4,High-Value
214,13032.0,51,155,2296.2300000000005,4,High-Value
5303,18241.0,9,116,2298.24,1,Low-Value
1642,14503.0,2,93,2298.4100000000008,1,Low-Value
258,13077.0,0,254,2298.58,4,High-Value
2182,15065.0,37,106,2301.4500000000007,1,Low-Value
4661,17588.0,99,52,2302.0899999999997,1,Low-Value
966,13804.0,30,115,2302.25,1,Low-Value
3928,16837.0,30,110,2308.2200000000003,1,Low-Value
644,13473.0,60,55,2308.9900000000002,1,Low-Value
3809,16718.0,368,130,2318.119999999999,2,Mid-Value
393,13213.0,56,114,2319.7299999999996,1,Low-Value
5232,18170.0,32,99,2322.68,1,Low-Value
290,13110.0,30,179,2324.2900000000013,4,High-Value
1456,14312.0,46,128,2324.4099999999994,1,Low-Value
2920,15814.0,16,81,2325.459999999999,1,Low-Value
27,12838.0,33,218,2331.6200000000013,4,High-Value
3174,16072.0,287,219,2332.340000000001,5,Top Customer
2600,15491.0,94,110,2332.9400000000005,1,Low-Value
2184,15067.0,77,93,2333.2999999999997,1,Low-Value
4842,17774.0,96,271,2335.67,4,High-Value
2080,14963.0,9,292,2337.9900000000007,4,High-Value
2917,15811.0,21,160,2339.6900000000005,4,High-Value
4345,17262.0,51,18,2339.7599999999998,1,Low-Value
1505,14364.0,108,49,2341.85,1,Low-Value
491,13313.0,21,128,2343.63,1,Low-Value
4451,17368.0,22,147,2343.97,4,High-Value
5235,18173.0,86,36,2348.06,1,Low-Value
38,12849.0,30,106,2355.07,1,Low-Value
3512,16416.0,25,154,2355.25,4,High-Value
3599,16503.0,106,136,2359.9999999999995,1,Low-Value
3437,16341.0,24,98,2364.05,1,Low-Value
1184,14035.0,28,117,2366.880000000001,1,Low-Value
46,12857.0,210,73,2367.1999999999994,2,Mid-Value
169,12986.0,428,81,2368.810000000001,2,Mid-Value
112,12928.0,34,83,2376.4500000000007,1,Low-Value
1341,14195.0,201,14,2378.8000000000006,1,Low-Value
2603,15494.0,20,203,2379.2600000000007,4,High-Value
93,12909.0,39,111,2379.8,1,Low-Value
5018,17954.0,4,390,2380.1400000000017,4,High-Value
5025,17961.0,20,475,2380.7600000000016,4,High-Value
652,13481.0,45,137,2382.760000000001,1,Low-Value
2042,14913.0,35,137,2383.7699999999995,1,Low-Value
4503,17422.0,15,132,2383.8399999999997,1,Low-Value
976,13823.0,18,98,2384.0099999999998,1,Low-Value
432,13253.0,156,52,2385.0699999999997,1,Low-Value
1663,14524.0,31,228,2387.6199999999994,4,High-Value
1904,14770.0,231,119,2392.78,2,Mid-Value
3496,16400.0,94,197,2393.6699999999983,4,High-Value
2641,15532.0,24,314,2394.5699999999997,4,High-Value
1703,14565.0,95,90,2396.4300000000007,1,Low-Value
2087,14970.0,67,61,2396.6800000000003,1,Low-Value
4068,16979.0,3,99,2397.2299999999996,1,Low-Value
4858,17790.0,26,239,2398.900000000002,4,High-Value
2899,15793.0,14,30,2399.5699999999997,1,Low-Value
4748,17679.0,52,54,2402.1300000000006,1,Low-Value
2963,15858.0,15,240,2404.779999999999,4,High-Value
2298,15182.0,153,98,2404.952,1,Low-Value
848,13685.0,2,14,2405.2799999999997,1,Low-Value
2602,15493.0,32,303,2407.090000000001,4,High-Value
3370,16271.0,2,202,2417.01,4,High-Value
532,13357.0,256,226,2417.39,5,Top Customer
2148,15031.0,3,268,2417.5200000000004,4,High-Value
1910,14776.0,50,106,2420.37,1,Low-Value
2256,15140.0,51,80,2420.62,1,Low-Value
1875,14740.0,196,125,2421.46,1,Low-Value
3082,15978.0,76,81,2421.830000000001,1,Low-Value
101,12917.0,127,25,2422.8500000000004,1,Low-Value
3909,16818.0,10,137,2423.02,1,Low-Value
108,12924.0,87,70,2424.2999999999997,1,Low-Value
797,13632.0,24,131,2425.8300000000004,1,Low-Value
1846,14711.0,9,260,2425.9400000000005,4,High-Value
5321,18259.0,24,45,2426.7000000000003,1,Low-Value
656,13485.0,232,118,2429.4600000000005,2,Mid-Value
727,13562.0,81,82,2434.82,1,Low-Value
776,13611.0,88,157,2435.65,4,High-Value
4836,17768.0,7,133,2435.9300000000003,1,Low-Value
1687,14548.0,150,87,2438.8600000000006,1,Low-Value
135,12951.0,8,144,2442.920000000001,4,High-Value
4935,17870.0,1,195,2446.3699999999994,4,High-Value
3078,15974.0,38,121,2448.5800000000004,1,Low-Value
1294,14147.0,77,28,2448.9,1,Low-Value
4104,17019.0,10,360,2449.870000000001,4,High-Value
234,13052.0,211,180,2452.7500000000005,5,Top Customer
4794,17725.0,15,131,2458.9000000000005,1,Low-Value
2006,14875.0,107,65,2460.790000000001,1,Low-Value
4469,17386.0,7,30,2463.28,1,Low-Value
2371,15255.0,66,114,2464.370000000001,1,Low-Value
5107,18044.0,3,123,2467.2200000000007,1,Low-Value
2532,15421.0,58,196,2468.73,4,High-Value
5250,18188.0,14,91,2472.2300000000005,1,Low-Value
4007,16918.0,48,311,2477.979999999999,4,High-Value
1379,14233.0,48,58,2480.2700000000004,1,Low-Value
2820,15712.0,8,115,2483.2599999999993,1,Low-Value
4071,16983.0,12,161,2483.560000000001,4,High-Value
2176,15059.0,40,385,2485.020000000003,4,High-Value
2175,15058.0,24,206,2496.2700000000004,4,High-Value
2774,15665.0,167,185,2500.6000000000004,4,High-Value
1646,14507.0,23,181,2502.9700000000007,4,High-Value
1453,14309.0,7,108,2504.3100000000004,1,Low-Value
4167,17082.0,32,88,2506.2200000000007,1,Low-Value
2174,15057.0,274,52,2507.3600000000006,2,Mid-Value
1485,14344.0,126,166,2509.559999999998,4,High-Value
1145,13995.0,14,134,2511.5200000000004,1,Low-Value
3159,16057.0,15,141,2516.2100000000005,4,High-Value
1538,14397.0,2,83,2522.9600000000005,1,Low-Value
4175,17090.0,3,73,2522.9700000000007,1,Low-Value
2871,15764.0,87,124,2526.4300000000003,1,Low-Value
3770,16678.0,2,121,2532.2500000000005,1,Low-Value
2404,15288.0,42,89,2534.49,1,Low-Value
822,13658.0,9,91,2538.1100000000006,1,Low-Value
814,13650.0,16,126,2539.150000000001,1,Low-Value
3563,16467.0,508,22,2539.4,0,Lost Customer
4221,17138.0,275,140,2541.5700000000006,5,Top Customer
3823,16732.0,31,106,2542.4000000000005,1,Low-Value
2966,15861.0,11,372,2542.54,4,High-Value
1279,14132.0,1,125,2543.370000000001,1,Low-Value
677,13510.0,0,154,2543.4200000000005,4,High-Value
3866,16775.0,9,221,2546.6899999999996,4,High-Value
1998,14867.0,185,117,2547.0200000000004,1,Low-Value
3573,16477.0,63,154,2547.2100000000005,4,High-Value
858,13695.0,30,84,2552.3099999999995,1,Low-Value
3222,16120.0,58,65,2564.8800000000006,1,Low-Value
1879,14744.0,15,75,2565.0600000000004,1,Low-Value
1671,14532.0,235,177,2568.5,5,Top Customer
1999,14868.0,2,123,2571.8100000000013,1,Low-Value
1872,14737.0,3,33,2572.37,1,Low-Value
5349,18287.0,42,91,2575.4199999999987,1,Low-Value
2903,15797.0,112,11,2576.2799999999997,1,Low-Value
4978,17913.0,58,307,2579.38,4,High-Value
3375,16276.0,176,24,2586.1900000000005,1,Low-Value
1260,14112.0,22,147,2586.279999999998,4,High-Value
2897,15791.0,43,113,2586.289999999999,1,Low-Value
701,13536.0,0,130,2591.66,1,Low-Value
3339,16240.0,23,76,2595.2900000000004,1,Low-Value
3421,16325.0,46,97,2597.9899999999993,1,Low-Value
3230,16128.0,17,110,2599.1900000000005,1,Low-Value
4400,17317.0,45,9,2600.34,1,Low-Value
1450,14306.0,50,31,2601.24,1,Low-Value
3148,16045.0,119,92,2601.2799999999997,1,Low-Value
1477,14334.0,16,146,2608.0999999999995,4,High-Value
4230,17147.0,22,97,2612.14,1,Low-Value
1604,14465.0,246,108,2612.469999999997,2,Mid-Value
1950,14817.0,199,136,2616.86,1,Low-Value
571,13397.0,72,67,2617.2899999999995,1,Low-Value
3318,16218.0,29,82,2619.73,1,Low-Value
4602,17528.0,0,161,2621.1099999999997,4,High-Value
3833,16742.0,46,92,2622.5699999999997,1,Low-Value
3020,15916.0,15,238,2625.489999999998,4,High-Value
1776,14640.0,23,136,2628.7999999999997,1,Low-Value
1729,14593.0,21,371,2631.9100000000017,4,High-Value
4471,17388.0,77,49,2640.4700000000003,1,Low-Value
4996,17931.0,133,219,2643.290000000001,4,High-Value
90,12906.0,11,50,2649.45,1,Low-Value
1337,14191.0,1,139,2651.0499999999997,4,High-Value
4022,16933.0,0,221,2652.6400000000012,4,High-Value
4168,17083.0,108,84,2659.5900000000006,1,Low-Value
2338,15222.0,318,98,2662.07,2,Mid-Value
4256,17173.0,4,62,2662.2399999999993,1,Low-Value
977,13824.0,32,70,2663.2800000000007,1,Low-Value
469,13291.0,155,254,2664.6499999999974,4,High-Value
2816,15708.0,40,213,2664.9399999999996,4,High-Value
3443,16347.0,10,230,2669.229999999999,4,High-Value
603,13431.0,66,92,2671.8900000000003,1,Low-Value
4294,17211.0,26,236,2672.4500000000007,4,High-Value
4394,17311.0,77,81,2673.26,1,Low-Value
59,12872.0,326,291,2675.1300000000006,5,Top Customer
425,13246.0,17,247,2676.6999999999994,4,High-Value
306,13126.0,4,162,2681.7099999999987,4,High-Value
2144,15027.0,30,67,2681.8200000000006,1,Low-Value
3665,16571.0,26,158,2688.4100000000008,4,High-Value
1784,14649.0,4,327,2689.9400000000005,4,High-Value
4181,17096.0,14,138,2690.33,1,Low-Value
3834,16743.0,28,235,2698.9399999999996,4,High-Value
2466,15351.0,11,220,2700.7800000000007,4,High-Value
1788,14653.0,0,238,2702.6600000000003,4,High-Value
4736,17667.0,65,150,2704.200000000001,4,High-Value
2711,15602.0,7,99,2704.4,1,Low-Value
1775,14639.0,51,151,2704.990000000001,4,High-Value
2238,15122.0,113,135,2709.3800000000006,1,Low-Value
1482,14341.0,44,159,2712.170000000001,4,High-Value
4694,17621.0,20,49,2721.8200000000006,1,Low-Value
2141,15024.0,9,225,2722.5499999999997,4,High-Value
3802,16711.0,2,29,2724.479999999999,1,Low-Value
2614,15505.0,52,64,2727.52,1,Low-Value
219,13037.0,137,152,2728.75,4,High-Value
5304,18242.0,71,96,2729.1900000000014,1,Low-Value
1081,13931.0,95,121,2730.9700000000007,1,Low-Value
2501,15389.0,171,6,2733.8,1,Low-Value
52,12863.0,51,44,2735.8500000000004,1,Low-Value
5230,18168.0,175,270,2736.2500000000023,4,High-Value
1213,14064.0,28,193,2736.700000000001,4,High-Value
3308,16208.0,44,192,2736.830000000001,4,High-Value
475,13297.0,7,74,2741.9600000000005,1,Low-Value
3087,15983.0,21,190,2742.5899999999997,4,High-Value
3536,16440.0,7,203,2749.319999999999,4,High-Value
948,13786.0,366,90,2753.34,2,Mid-Value
3382,16283.0,5,299,2756.030000000003,4,High-Value
3932,16841.0,36,136,2759.38,1,Low-Value
2790,15681.0,24,72,2759.9400000000005,1,Low-Value
378,13198.0,9,164,2761.479999999999,4,High-Value
2933,15827.0,72,161,2762.990000000001,4,High-Value
